variable,1 - 0,1,0,all_mean,categories,display_names
area_hectares,0.848061283798851,47.60818710702447,15.384774241536991,37.996561664912,Environmental,area_hectares
household_social_rented_other,0.8477982853423569,11.575336872192732,3.7425552353506246,9.238968481375359,Social,households_social_rented_other
people_unemployed_never_worked,0.8405980097296516,1.227439771335239,0.4024975984630163,0.9813753581661891,Economic,people_unemployed_never_worked
females_NS_SeC_never_worked,0.8289457143812697,4.36218864842793,1.463016330451489,3.4974212034383956,Economic,females_NS_SeC_never_worked
religion_Muslim,0.7963705506797085,9.304614128215599,3.31700288184438,7.518624641833811,Demographic,people_religion_Muslim
people_NS_SeC_never_worked,0.7956431685005001,7.069416088199265,2.5235350624399615,5.713467048710601,Economic,people_NS_SeC_never_worked
males_ecominically_inactive_long_term_sick_or_disabled,0.7835238025821698,5.34136382196815,1.9490874159462055,4.329512893982808,Economic,males_ecominically_inactive_long_term_sick_or_disabled
age_25_to_34_youngest_dependent_child_age_5_to_10,0.7705362845697084,3.0943242139648834,1.1556195965417868,2.516045845272206,Social,people_age_25_to_34_youngest_dependent_child_age_5_to_10
females_NS_SeC_never_worked_long_term_unemployed,0.7645203075190194,5.761943650469579,2.174831892411143,4.691977077363897,Economic,females_NS_SeC_never_worked_long_term_unemployed
males_unemployed_never_worked,0.7643872050654643,0.7149857084524296,0.26993275696445723,0.5822349570200573,Economic,males_unemployed_never_worked
males_NS_SeC_routine,0.7632108269674418,16.365046957942017,6.191162343900096,13.330372492836677,Economic,males_NS_SeC_routine
people_ecominically_inactive_long_term_sick_or_disabled,0.7590448721733378,9.86116782360147,3.7579250720461097,8.040687679083094,Economic,people_ecominically_inactive_long_term_sick_or_disabled
ethnicty_black_Caribbean,0.7558593059544214,3.008166598611678,1.1527377521613833,2.454727793696275,Demographic,people_ethnicty_black_Caribbean
people_NS_SeC_routine,0.746077637255209,27.07839934667211,10.553314121037465,22.149283667621777,Economic,people_NS_SeC_routine
males_NS_SeC_never_worked,0.7430842242257811,2.7072274397713354,1.0605187319884726,2.2160458452722063,Economic,males_NS_SeC_never_worked
females_ecominically_inactive_long_term_sick_or_disabled,0.7304873800117063,4.51980400163332,1.808837656099904,3.7111747851002868,Economic,females_ecominically_inactive_long_term_sick_or_disabled
households_main_language_no_age_16_plus_English_some_age_3_to_15_English,0.7243812087233263,0.8244181298489179,0.3333333333333333,0.6779369627507164,Demographic,households_main_language_no_age_16_plus_English_some_age_3_to_15_English
people_NS_SeC_never_worked_long_term_unemployed,0.7220380586508575,10.39158840342997,4.218059558117195,8.550143266475645,Economic,people_NS_SeC_never_worked_long_term_unemployed
females_NS_SeC_routine,0.7201796781616289,10.713352388730094,4.362151777137368,8.8189111747851,Economic,females_NS_SeC_routine
people_no_qualifications,0.6941124173285138,58.02613311555737,24.658021133525455,48.0730659025788,Economic,people_no_qualifications
ethnicty_asian_Pakistani,0.6763222356197794,2.7002858309514086,1.18059558117195,2.246991404011461,Demographic,people_ethnicty_asian_Pakistani
age_25_to_34_youngest_dependent_child_age_11_to_15,0.6754723836822578,0.7635769701919151,0.33429394812680113,0.6355300859598854,Social,people_age_25_to_34_youngest_dependent_child_age_11_to_15
males_occupation_process_plant_machine_operatives,0.6729951838674388,9.695385871784401,4.261287223823247,8.074498567335244,Economic,males_occupation_process_plant_machine_operatives
1_person_household_lone_parent_2_plus_dependent_children,0.6706651212880813,17.011433238056348,7.504322766570605,14.1756446991404,Social,households_1_person_lone_parent_2_plus_dependent_children
males_NS_SeC_never_worked_long_term_unemployed,0.6703747222070291,4.629644752960392,2.043227665706052,3.858166189111748,Economic,males_NS_SeC_never_worked_long_term_unemployed
other_household_no_adults_or_1_adult_and_1_plus_children,0.670253765082483,21.37239689669253,9.434197886647455,17.811461318051578,Social,households_other_no_adults_or_1_adult_and_1_plus_children
people_occupation_process_plant_machine_operatives,0.6623588518453571,10.723560636994693,4.792507204610951,8.954441260744986,Economic,people_occupation_process_plant_machine_operatives
females_unemployed_age_16_to_24,0.6580309688074648,0.9244589628419763,0.4159462055715658,0.7727793696275072,Economic,females_unemployed_age_16_to_24
other_households_no_adults_or_1_adult_and_1_plus_children,0.6476407539163674,8.04899959167007,3.680115273775216,6.745845272206304,Social,households_other_no_adults_or_1_adult_and_1_plus_children
males_industry_agriculture_forestry_fishing,0.6444150709828619,0.5749285422621478,0.2641690682036503,0.4822349570200573,Economic,males_industry_agriculture_forestry_fishing
males_ecominically_inactive_looking_after_home_or_family,0.64220935601741,0.8313597386688444,0.38328530259365995,0.6977077363896849,Economic,males_ecominically_inactive_looking_after_home_or_family
very_bad_health,0.6310846720414098,4.037974683544304,1.893371757925072,3.3982808022922635,Demographic,people_very_bad_health
disability_daily_activities_limited_a_lot_age_16_to_64,0.6297928564213494,11.487137607186607,5.39673390970221,9.670487106017193,Demographic,people_disability_daily_activities_limited_a_lot_age_16_to_64
1_person_households_lone_parent_2_plus_dependent_children,0.6266640742951363,4.68681094324214,2.212295869356388,3.9487106017191977,Social,people_1_person_households_lone_parent_2_plus_dependent_children
female_lone_parent,0.625369747064615,9.465087790935076,4.4764649375600385,7.977077363896848,Social,households_female_lone_parent
age_of_HRP_35_less_2_person_household_dependent_children,0.6142156093361367,10.475296039199673,5.037463976945245,8.853295128939829,Social,people_age_of_HRP_35_less_2_person_household_dependent_children
one_family_household_lone_parent_dependent_children,0.6129937820187593,10.63576970191915,5.123919308357348,8.991690544412608,Social,households_one_family_lone_parent_dependent_children
lone_parent_dependent_children,0.6114917364110206,10.566353613719885,5.101825168107589,8.936389684813754,Social,households_lone_parent_dependent_children
people_industry_agriculture_forestry_fishing,0.610008004396443,0.8178848509595753,0.3957732949087416,0.6919770773638968,Economic,people_industry_agriculture_forestry_fishing
lone_parent_households_dependent_children,0.6090114482575006,11.53858717844018,5.591738712776177,9.764756446991404,Social,households_lone_parent_dependent_children
1_person_households_lone_parent_1_dependent_child,0.602289787822126,5.948958758677011,2.9116234390009605,5.042979942693409,Social,people_1_person_households_lone_parent_1_dependent_child
1_person_household_lone_parent,0.6007809092618646,39.31808901592487,19.28626320845341,33.34297994269341,Social,households_1_person_lone_parent
1_person_household_lone_parent_1_dependent_child,0.5995296431261797,12.817476521028992,6.298751200768492,10.873065902578796,Social,households_1_person_lone_parent_1_dependent_child
ethnicty_mixed_white_black_Caribbean,0.595324919909135,3.55532870559412,1.7579250720461095,3.0191977077363896,Demographic,people_ethnicty_mixed_white_black_Caribbean
male_lone_parent_part_time_employment,0.585526426155909,0.18579011841567986,0.09317963496637849,0.15816618911174785,Social,households_male_lone_parent_part_time_employment
people_unemployed_age_16_to_24,0.5775547435591082,2.4842792976725194,1.260326609029779,2.1191977077363897,Economic,people_unemployed_age_16_to_24
females_unemployed_long_term_unemployed,0.575895573491524,1.3997550020416496,0.7118155619596542,1.1945558739255013,Economic,females_unemployed_long_term_unemployed
females_NS_SeC_long_term_unemployed,0.575895573491524,1.3997550020416496,0.7118155619596542,1.1945558739255013,Economic,females_NS_SeC_long_term_unemployed
people_NS_SeC_long_term_unemployed,0.5737869586102649,3.3221723152307066,1.6945244956772334,2.836676217765043,Economic,people_NS_SeC_long_term_unemployed
people_unemployed_long_term_unemployed,0.5737869586102649,3.3221723152307066,1.6945244956772334,2.836676217765043,Economic,people_unemployed_long_term_unemployed
bad_health,0.5731281961578705,13.661902817476522,6.975024015369836,11.667335243553008,Demographic,people_bad_health
males_unemployed_long_term_unemployed,0.5722530525833985,1.9224173131890567,0.9827089337175793,1.6421203438395415,Economic,males_unemployed_long_term_unemployed
males_NS_SeC_long_term_unemployed,0.5722530525833985,1.9224173131890567,0.9827089337175793,1.6421203438395415,Economic,males_NS_SeC_long_term_unemployed
1_person_households_lone_parent,0.5717878464650916,14.961616986525112,7.653218059558117,12.781661891117478,Social,people_1_person_households_lone_parent
one_family_household_lone_parent,0.5717878464650916,14.961616986525112,7.653218059558117,12.781661891117478,Social,households_one_family_lone_parent
females_occupation_process_plant_machine_operatives,0.564758123619285,1.02817476521029,0.5312199807877042,0.8799426934097421,Economic,females_occupation_process_plant_machine_operatives
males_industry_transport_storage,0.5450926602349883,6.172723560636995,3.2785782901056675,5.30945558739255,Economic,males_industry_transport_storage
1_family_only_household_cohabiting_couple_all_children_not_dependent,0.5376339194834713,2.0530828909759085,1.1018251681075888,1.7693409742120343,Social,households_1_family_only_cohabiting_couple_all_children_not_dependent
age_of_HRP_65_plus_2_person_household_dependent_children,0.5355326120050414,0.3801551653736219,0.20461095100864554,0.32779369627507166,Social,people_age_of_HRP_65_plus_2_person_household_dependent_children
lone_parent_part_time_employment,0.5343720959787169,3.7705185790118416,2.0326609029779057,3.2521489971346704,Social,households_lone_parent_part_time_employment
female_lone_parent_part_time_employment,0.5317570570587491,3.584728460596162,1.9394812680115274,3.093982808022923,Social,households_female_lone_parent_part_time_employment
males_unemployed_age_16_to_24,0.531365260797921,1.559820334830543,0.8443804034582133,1.3464183381088826,Economic,males_unemployed_age_16_to_24
females_industry_agriculture_forestry_fishing,0.5308999537612753,0.24295630869742751,0.13160422670509125,0.20974212034383954,Economic,females_industry_agriculture_forestry_fishing
1_family_only_households_cohabiting_couple_all_children_not_dependent,0.5300628283588896,0.6235198040016333,0.3381364073006724,0.5383954154727794,Social,people_1_family_only_households_cohabiting_couple_all_children_not_dependent
one_family_household_cohabiting_couple_no_dependent_children,0.5300628283588896,0.6235198040016333,0.3381364073006724,0.5383954154727794,Social,households_one_family_cohabiting_couple_no_dependent_children
males_NS_SeC_semi_routine,0.5272144740308693,12.824009799918334,6.981748318924112,11.08137535816619,Economic,males_NS_SeC_semi_routine
people_NS_SeC_semi_routine,0.5258888896950463,35.70396080032666,19.473583093179634,30.86275071633238,Economic,people_NS_SeC_semi_routine
females_NS_SeC_semi_routine,0.525146307476763,22.87995100040833,12.491834774255523,19.78137535816619,Economic,females_NS_SeC_semi_routine
disability_daily_activities_limited_a_lot,0.5249938903674237,27.17966516945692,14.842459173871278,23.49971346704871,Demographic,people_disability_daily_activities_limited_a_lot
people_industry_transport_storage,0.5177194318279262,7.637403021641486,4.212295869356388,6.615759312320917,Economic,people_industry_transport_storage
males_ecominically_inactive_other,0.5042139391889958,2.207839934667211,1.2401536983669548,1.9191977077363898,Economic,males_ecominically_inactive_other
people_ecominically_inactive_other,0.5008501347911503,4.664761126990609,2.6320845341018253,4.058452722063037,Economic,people_ecominically_inactive_other
females_ecominically_inactive_other,0.4978323525976369,2.456921192323397,1.3919308357348703,2.1392550143266478,Economic,females_ecominically_inactive_other
male_lone_parent,0.49609035749941366,1.1012658227848102,0.6253602305475504,0.9593123209169054,Social,households_male_lone_parent
males_occupation_elementary,0.4932991004377849,9.970600244997959,5.68299711815562,8.691690544412607,Economic,males_occupation_elementary
males_industry_water supply_sewerage_waste_management_remediation,0.48763365708264195,1.0404246631278073,0.5975024015369836,0.9083094555873925,Economic,males_industry_water supply_sewerage_waste_management_remediation
medical_and_care_establishment_other_care_home_with_nursing,0.4857304956852395,1.2396896692527561,0.7137367915465899,1.082808022922636,Environmental,medical_and_care_establishment_other_care_home_with_nursing
1_person_household_lone_parent_all_children_not_dependent,0.4829828705869691,9.489179256839526,5.483189241114313,8.294269340974212,Social,households_1_person_lone_parent_all_children_not_dependent
males_NS_SeC_lower_supervisory_technical,0.47457281514087757,12.25357288689261,7.159462055715658,10.734097421203439,Economic,males_NS_SeC_lower_supervisory_technical
provides_50_plus_hours_unpaid_care_per_week,0.47442752743011674,7.301755818701511,4.267050912584054,6.3965616045845275,Social,people_provide_50_plus_hours_unpaid_care_per_week
one_family_household_lone_parent_no_dependent_children,0.4740269434931673,4.3258472846059615,2.5292987512007685,3.789971346704871,Social,households_one_family_lone_parent_no_dependent_children
1_person_households_lone_parent_all_children_not_dependent,0.4740269434931673,4.3258472846059615,2.5292987512007685,3.789971346704871,Social,people_1_person_households_lone_parent_all_children_not_dependent
lone_parent_households_no_dependent_children,0.47300771661163543,4.7860351163740305,2.802113352545629,4.194269340974212,Social,households_lone_parent_no_dependent_children
religion_Sikh,0.469867506554153,0.9771335238873009,0.574447646493756,0.8570200573065903,Demographic,people_religion_Sikh
flat_maisonette_or_apartment_block_of_flats_or_tenemen,0.46555790417770015,23.209064924458964,13.721421709894333,20.379083094555874,Environmental,flat_maisonette_or_apartment_block_of_flats_or_tenemen
males_unemployed,0.4596900672382983,5.3372805226623115,3.179634966378482,4.693696275071633,Economic,males_unemployed
people_NS_SeC_lower_supervisory_technical,0.4594095653328585,16.76521028991425,9.99135446685879,14.744699140401146,Economic,people_NS_SeC_lower_supervisory_technical
people_occupation_elementary,0.45728556178949875,18.01469987750102,10.765609990393852,15.85243553008596,Economic,people_occupation_elementary
other_household_2_plus_dependent_children,0.4535252139534781,7.177623519804001,4.310278578290106,6.322349570200573,Social,households_other_2_plus_dependent_children
people_highest_level_of_qualification_Level_1_qualifications,0.4467416594305985,36.392405063291136,22.046109510086456,32.11318051575931,Economic,people_highest_level_of_qualification_Level_1_qualifications
people_unemployed,0.4462150402797913,8.788485095957533,5.3275696445725265,7.756160458452722,Economic,people_unemployed
other_households_2_plus_dependent_children,0.4387698336403171,1.327888934258881,0.8126801152737753,1.1742120343839542,Social,people_other_households_2_plus_dependent_children
households_occupancy_rating_bedrooms_of_minus_1_or_less,0.4304972748881609,5.063291139240507,3.1316042267050914,4.487106017191977,Social,households_occupancy_rating_bedrooms_of_minus_1_or_less
females_unemployed,0.42556249381578515,3.4512045732952226,2.1479346781940443,3.062464183381089,Economic,females_unemployed
ethnicity_white_gypsy_Irish_traveller,0.42420491521905823,0.27888934258881176,0.17387127761767532,0.2475644699140401,Demographic,people_ethnicity_white_gypsy_Irish_traveller
households_no_cars_no_vans,0.4188551806539472,31.642302980808495,19.860710854947165,28.12808022922636,Social,households_no_cars_no_vans
females_NS_SeC_lower_supervisory_technical,0.4188261785851253,4.511637403021641,2.8318924111431314,4.010601719197708,Economic,females_NS_SeC_lower_supervisory_technical
country_of_birth_other_EU_accession_countries_April_2001_to_March_2011,0.4186764271379648,6.13883217639853,3.8539865513928913,5.45730659025788,Demographic,people_country_of_birth_other_EU_accession_countries_April_2001_to_March_2011
females_occupation_elementary,0.41357243781058217,8.044099632503062,5.082612872238233,7.160744985673352,Economic,females_occupation_elementary
females_industry_transport_storage,0.4064612782015051,1.4646794610044915,0.9337175792507204,1.3063037249283667,Economic,females_industry_transport_storage
people_industry_water supply_sewerage_waste_management_remediation,0.4013769862388984,1.3581053491220907,0.8712776176753122,1.212893982808023,Economic,people_industry_water supply_sewerage_waste_management_remediation
other_household_types_dependent_children,0.4008568591910625,2.7398938342180483,1.7588856868395772,2.4472779369627506,Social,households_other_types_dependent_children
provides_20_to_49_hours_unpaid_care_per_week,0.40084295680171245,4.104532462229481,2.6349663784822286,3.666189111747851,Social,people_provide_20_to_49_hours_unpaid_care_per_week
households_with_one_person_with_long_term_health_problem_or_disability_dependent_children,0.399435516844004,6.057166190281747,3.8952929875120077,5.412320916905444,Social,households_one_person_long_term_health_problem_or_disability_dependent_children
household_shared_ownership_part_owned_and_part_rented,0.3949405528889244,0.8942425479787668,0.5782901056676273,0.8,Social,households_shared_ownership_part_owned_and_part_rented
household_living_rent_free,0.3920055640695569,1.8338097182523478,1.1902017291066282,1.6418338108882522,Social,households_living_rent_free
medical_and_care_establishment_other_care_home_without_nursing,0.3840967344783853,1.235606369946917,0.8097982708933718,1.108595988538682,Environmental,medical_and_care_establishment_other_care_home_without_nursing
not_living_in_couple_separated_but_still_legally_married_or_still_legally_in_a_same_sex_civil_partnership,0.3838538434036748,5.066966108615762,3.3218059558117194,4.546418338108882,Social,people_not_living_in_couple_separated_but_still_legally_married_or_still_legally_in_a_same_sex_civil_partnership
people_not_living_in_a_couple_separated_but_still_legally_married_or_still_legally_in_a_same_sex_civil_partnership,0.3838538434036748,5.066966108615762,3.3218059558117194,4.546418338108882,Social,people_not_living_in_a_couple_separated_but_still_legally_married_or_still_legally_in_a_same_sex_civil_partnership
males_occupation_skilled_trades,0.3713291996341933,16.32053899550837,10.864553314121038,14.693123209169054,Economic,males_occupation_skilled_trades
separated,0.3677418190437197,6.30583911800735,4.216138328530259,5.6825214899713465,Social,people_separated
other_households_1_dependent_child,0.3658878361676442,1.412004899959167,0.9462055715658021,1.2730659025787965,Social,people_other_households_1_dependent_child
age_96,0.3621612342671351,0.1384238464679461,0.09317963496637849,0.12492836676217765,Demographic,people_age_96
ethnicty_other_other,0.36005556383357795,1.1657819518170682,0.7867435158501441,1.0527220630372494,Demographic,people_ethnicty_other_other
people_highest_level_of_qualification_other,0.35746761873377386,12.21600653327889,8.269932756964458,11.038968481375358,Economic,people_highest_level_of_qualification_other
people_occupation_skilled_trades,0.3560521597398639,18.188648427929767,12.3342939481268,16.44240687679083,Economic,people_occupation_skilled_trades
other_household_1_dependent_child,0.3553437615140309,5.652919559003675,3.8366954851104706,5.111174785100286,Social,households_other_1_dependent_child
age_100_plus,0.3525451729144652,0.09309922417313189,0.06340057636887608,0.08424068767908309,Demographic,people_age_100_plus
people_not_living_in_a_couple_divorced_or_formerly_in_a_same_sex_civil_partnership_which_is_now_legally_dissolved,0.34917581773294715,17.276031033074723,11.812680115273775,15.646418338108882,Social,people_not_living_in_a_couple_divorced_or_formerly_in_a_same_sex_civil_partnership_which_is_now_legally_dissolved
not_living_in_couple_divorced_or_formerly_in_same_sex_civil_partnership,0.34917581773294715,17.276031033074723,11.812680115273775,15.646418338108882,Social,people_not_living_in_couple_divorced_or_formerly_in_same_sex_civil_partnership
people_highest_level_of_qualification_apprenticeship,0.3456859503582185,10.877501020824827,7.4687800192122955,9.860744985673353,Economic,people_highest_level_of_qualification_apprenticeship
fair_health,0.3430160868130263,41.664352797060026,28.699327569644574,37.797134670487104,Demographic,people_fair_health
age_91,0.33912987441014497,0.5732952225398121,0.3967339097022094,0.5206303724928367,Demographic,people_age_91
house_or_bungalow_semi_detached,0.33818214377296585,43.00408329930584,29.79346781940442,39.063610315186246,Environmental,house_or_bungalow_semi_detached
households_with_one_person_with_long_term_health_problem_or_disability,0.33389074212925907,35.177215189873415,24.495677233429394,31.991117478510027,Social,households_one_person_with_long_term_health_problem_or_disability
age_65_to_74_dependent_children,0.3284259261218706,0.6880359330338914,0.48222862632084534,0.626647564469914,Social,people_age_65_to_74_dependent_children
1_family_only_household_cohabiting_couple_2_plus_dependent_children,0.32300358967178666,12.32053899550837,8.690682036503363,11.2378223495702,Social,households_1_family_only_cohabiting_couple_2_plus_dependent_children
households_with_one_person_with_long_term_health_problem_or_disability_no_dependent_children,0.3205436609564818,29.12004899959167,20.600384245917386,26.578796561604584,Social,households_one_person_long_term_health_problem_or_disability_no_dependent_children
age_98,0.31666429356764647,0.07839934667211107,0.05571565802113353,0.07163323782234957,Demographic,people_age_98
country_of_birth_United_Kingdom_not_otherwise_specified,0.31543136012585526,0.048591261739485504,0.0345821325648415,0.044412607449856735,Demographic,people_country_of_birth_United_Kingdom_not_otherwise_specified
age_25_to_34_youngest_dependent_child_age_0_to_4,0.31250111215149934,12.906492445896284,9.217098943323727,11.806017191977077,Social,people_age_25_to_34_youngest_dependent_child_age_0_to_4
females_occupation_caring_leisure_other_service,0.30850703027521875,11.878317680685994,8.522574447646495,10.877363896848138,Economic,females_occupation_caring_leisure_other_service
widowed,0.30376749825493454,17.8350347080441,12.867435158501442,16.353295128939827,Social,people_widowed
age_92,0.3032193947119225,0.34463046141282155,0.24879923150816521,0.3160458452722063,Demographic,people_age_92
people_ecominically_inactive_looking_after_home_or_family,0.3008364760428872,8.796243364638627,6.367915465898175,8.071919770773638,Economic,people_ecominically_inactive_looking_after_home_or_family
males_unemployed_age_50_to_74,0.29652316121438593,1.0351163740302165,0.7531219980787704,0.951002865329513,Economic,males_unemployed_age_50_to_74
not_living_in_a_couple_widowed_or_surviving_partner_from_a_same_sex_civil_partnership,0.29538625896990545,15.673744385463454,11.41882804995197,14.40458452722063,Social,people_not_living_in_a_couple_widowed_or_surviving_partner_from_a_same_sex_civil_partnership
people_not_living_in_a_couple_widowed_or_surviving_partner_from_a_same_sex_civil_partnership,0.29538625896990545,15.673744385463454,11.41882804995197,14.40458452722063,Social,people_not_living_in_a_couple_widowed_or_surviving_partner_from_a_same_sex_civil_partnership
1_family_only_households_cohabiting_couple_2_plus_dependent_children,0.292891207843591,2.7570436913025724,2.0144092219020173,2.5355300859598855,Social,people_1_family_only_households_cohabiting_couple_2_plus_dependent_children
age_89,0.2916018313320512,0.8730093915884034,0.6388088376560999,0.8031518624641834,Demographic,people_age_89
cohabiting_couple_households_dependent_children,0.2898558824704177,5.666394446712944,4.154658981748319,5.215472779369628,Social,households_cohabiting_couple_dependent_children
males_industry_construction,0.28897298257881954,10.749285422621478,7.889529298751201,9.896275071633237,Economic,males_industry_construction
divorced,0.28769196599946334,23.850551245406287,17.531219980787704,21.965616045845273,Social,people_divorced
households_main_language_no_age_16_plus_English_no_age_3_to_15_English,0.28602581095673285,4.4283380971825235,3.261287223823247,4.080229226361031,Demographic,households_main_language_no_age_16_plus_English_no_age_3_to_15_English
people_occupation_caring_leisure_other_service,0.28471029922006974,14.427929767251939,10.641690682036502,13.298567335243552,Economic,people_occupation_caring_leisure_other_service
disability_daily_activities_limited_a_little_age_16_to_64,0.2842851417895177,14.866067782768477,10.970220941402498,13.704011461318052,Demographic,people_disability_daily_activities_limited_a_little_age_16_to_64
one_family_household_cohabiting_couple_dependent_children,0.28211143543572104,5.373213556553695,3.975024015369837,4.956160458452722,Social,households_one_family_cohabiting_couple_dependent_children
1_family_only_household_cohabiting_couple_1_dependent_child,0.28119128635913293,8.164148632094733,6.046109510086455,7.532378223495702,Social,households_1_family_only_cohabiting_couple_1_dependent_child
age_75_plus_1_person_household,0.27553185919896706,10.624336463862802,7.9193083573487035,9.817478510028653,Social,people_age_75_plus_1_person_household
1_family_only_households_cohabiting_couple_1_dependent_child,0.27081998112260053,2.616169865251123,1.9606147934678193,2.4206303724928366,Social,people_1_family_only_households_cohabiting_couple_1_dependent_child
age_95,0.26986179941026,0.17925683952633728,0.1344860710854947,0.16590257879656162,Demographic,people_age_95
females_ecominically_inactive_looking_after_home_or_family,0.2685376354018414,7.964883625969784,5.984630163304515,7.374212034383954,Economic,females_ecominically_inactive_looking_after_home_or_family
age_16_to_24_dependent_children,0.26439419069751835,16.399346672111065,12.380403458213257,15.200573065902578,Social,people_age_16_to_24_dependent_children
1_person_households_1_person_age_65_plus,0.26188890672771303,17.01755818701511,12.883765609990395,15.784527220630373,Social,households_1_person_1_person_age_65_plus
1_person_household_1_person_age_65_plus,0.26188890672771303,17.01755818701511,12.883765609990395,15.784527220630373,Social,households_1_person_1_person_age_65_plus
1_person_households_age_65_plus,0.26188890672771303,17.01755818701511,12.883765609990395,15.784527220630373,Social,people_1_person_households_age_65_plus
1_person_household_age_65_plus,0.26188890672771303,17.01755818701511,12.883765609990395,15.784527220630373,Social,households_1_person_age_65_plus
one_person_household_age_65_plus,0.26188890672771303,17.01755818701511,12.883765609990395,15.784527220630373,Social,households_one_person_age_65_plus
age_of_HRP_65_plus_1_person_household,0.26188890672771303,17.01755818701511,12.883765609990395,15.784527220630373,Social,people_age_of_HRP_65_plus_1_person_household
age_90_plus,0.26131334692361174,2.7807268272764394,2.106628242074928,2.5796561604584527,Demographic,people_age_90_plus
age_25_to_34_youngest_dependent_child_age_16_to_18,0.25873412711398636,0.23642302980808494,0.17963496637848222,0.21948424068767908,Social,people_age_25_to_34_youngest_dependent_child_age_16_to_18
households_with_no_adults_in_employment,0.25237794757865295,44.76521028991425,34.25840537944284,41.63123209169054,Social,households_no_adults_in_employment
people_industry_construction,0.24979896570001503,12.147815434871376,9.323727185398655,11.305444126074498,Economic,people_industry_construction
age_93,0.24937150345718206,0.2752143732135566,0.21133525456292027,0.25616045845272206,Demographic,people_age_93
females_occupation_sales_customer_service,0.2459693046203637,9.194365046957943,7.087415946205572,8.565902578796562,Economic,females_occupation_sales_customer_service
disability_daily_activities_limited_a_little,0.2422493325056827,30.004491629236423,23.22574447646494,27.982521489971347,Demographic,people_disability_daily_activities_limited_a_little
age_65_to_74_1_person_household,0.23944240106036263,6.393221723152307,4.964457252641691,5.967048710601719,Social,people_age_65_to_74_1_person_household
people_unemployed_age_50_to_74,0.23926689675920987,1.5349122090649245,1.1921229586935638,1.4326647564469914,Economic,people_unemployed_age_50_to_74
age_88,0.22985521844885193,0.9007758268681094,0.7070124879923151,0.8429799426934097,Demographic,people_age_88
females_occupation_skilled_trades,0.22773253177240915,1.8681094324213965,1.4697406340057637,1.7492836676217765,Economic,females_occupation_skilled_trades
age_87,0.21891894726433836,1.0240914659044509,0.813640730067243,0.9613180515759312,Demographic,people_age_87
1_adult_in_household,0.21244145223850963,34.70355247039608,27.77041306436119,32.635530085959886,Social,households_1_adult_in
age_85_to_89,0.20220538889320128,5.125357288689261,4.147934678194044,4.833810888252149,Demographic,people_age_85_to_89
age_94,0.20153537449698167,0.2241731318905676,0.18155619596541786,0.21146131805157592,Demographic,people_age_94
