variable,1 - 0,1,0,all_mean,categories,display_names
males_NS_SeC_never_worked_long_term_unemployed,0.7602188816565392,4.858260869565218,1.9252100840336135,3.858166189111748,Economic,males_NS_SeC_never_worked_long_term_unemployed
1_person_household_lone_parent_1_dependent_child,0.7537085188494205,13.667391304347825,5.472268907563025,10.873065902578796,Social,households_1_person_lone_parent_1_dependent_child
females_ecominically_inactive_long_term_sick_or_disabled,0.7525622443837486,4.6634782608695655,1.8705882352941177,3.7111747851002868,Economic,females_ecominically_inactive_long_term_sick_or_disabled
one_family_household_lone_parent_dependent_children,0.7392754974144369,11.258260869565218,4.610924369747899,8.991690544412608,Social,households_one_family_lone_parent_dependent_children
females_unemployed_age_16_to_24,0.7385712809087459,0.967391304347826,0.39663865546218485,0.7727793696275072,Economic,females_unemployed_age_16_to_24
lone_parent_dependent_children,0.7383128864239541,11.18608695652174,4.588235294117647,8.936389684813754,Social,households_lone_parent_dependent_children
1_person_household_lone_parent_2_plus_dependent_children,0.737512876400491,17.740434782608695,7.285714285714286,14.1756446991404,Social,households_1_person_lone_parent_2_plus_dependent_children
lone_parent_households_dependent_children,0.7327134100061066,12.204347826086957,5.049579831932773,9.764756446991404,Social,households_lone_parent_dependent_children
males_NS_SeC_long_term_unemployed,0.7238006516361638,2.0473913043478262,0.8588235294117647,1.6421203438395415,Economic,males_NS_SeC_long_term_unemployed
males_unemployed_long_term_unemployed,0.7238006516361638,2.0473913043478262,0.8588235294117647,1.6421203438395415,Economic,males_unemployed_long_term_unemployed
households_occupancy_rating_bedrooms_of_minus_1_or_less,0.721135832643902,5.590434782608695,2.354621848739496,4.487106017191977,Social,households_occupancy_rating_bedrooms_of_minus_1_or_less
households_main_language_no_age_16_plus_English_no_age_3_to_15_English,0.7154866775728368,5.075652173913044,2.1563025210084033,4.080229226361031,Demographic,households_main_language_no_age_16_plus_English_no_age_3_to_15_English
country_of_birth_other_EU_accession_countries_April_2001_to_March_2011,0.7147915584333621,6.7873913043478264,2.8865546218487395,5.45730659025788,Demographic,people_country_of_birth_other_EU_accession_countries_April_2001_to_March_2011
1_person_households_lone_parent_2_plus_dependent_children,0.7013717503861557,4.89304347826087,2.123529411764706,3.9487106017191977,Social,people_1_person_households_lone_parent_2_plus_dependent_children
households_no_cars_no_vans,0.697868732924562,34.821304347826086,15.191596638655462,28.12808022922636,Social,households_no_cars_no_vans
male_lone_parent_part_time_employment,0.6950783148798272,0.1956521739130435,0.08571428571428572,0.15816618911174785,Social,households_male_lone_parent_part_time_employment
people_unemployed_long_term_unemployed,0.6911890627133592,3.5052173913043476,1.5445378151260505,2.836676217765043,Economic,people_unemployed_long_term_unemployed
people_NS_SeC_long_term_unemployed,0.6911890627133592,3.5052173913043476,1.5445378151260505,2.836676217765043,Economic,people_NS_SeC_long_term_unemployed
household_shared_ownership_part_owned_and_part_rented,0.6837824260138837,0.9865217391304347,0.4394957983193277,0.8,Social,households_shared_ownership_part_owned_and_part_rented
males_NS_SeC_routine,0.6639560809515795,16.348260869565216,7.497478991596639,13.330372492836677,Economic,males_NS_SeC_routine
1_person_household_lone_parent,0.6589237769878139,40.834347826086955,18.863865546218488,33.34297994269341,Social,households_1_person_lone_parent
females_NS_SeC_long_term_unemployed,0.6463588837455995,1.4578260869565218,0.6857142857142857,1.1945558739255013,Economic,females_NS_SeC_long_term_unemployed
females_unemployed_long_term_unemployed,0.6463588837455995,1.4578260869565218,0.6857142857142857,1.1945558739255013,Economic,females_unemployed_long_term_unemployed
people_NS_SeC_routine,0.6436044779226551,27.01,12.754621848739497,22.149283667621777,Economic,people_NS_SeC_routine
lone_parent_part_time_employment,0.6426497354735805,3.964782608695652,1.8747899159663866,3.2521489971346704,Social,households_lone_parent_part_time_employment
female_lone_parent_part_time_employment,0.6399695561966542,3.7691304347826087,1.789075630252101,3.093982808022923,Social,households_female_lone_parent_part_time_employment
1_person_households_lone_parent,0.6360975357487516,15.55391304347826,7.423529411764706,12.781661891117478,Social,people_1_person_households_lone_parent
one_family_household_lone_parent,0.6360975357487516,15.55391304347826,7.423529411764706,12.781661891117478,Social,households_one_family_lone_parent
males_ecominically_inactive_looking_after_home_or_family,0.6346687533150928,0.8486956521739131,0.40588235294117647,0.6977077363896849,Economic,males_ecominically_inactive_looking_after_home_or_family
people_unemployed_age_16_to_24,0.6340974483239812,2.577391304347826,1.2336134453781513,2.1191977077363897,Economic,people_unemployed_age_16_to_24
households_occupancy_rating_rooms_of_minus_1_or_less,0.6275450700268619,13.269565217391305,6.410084033613446,10.930659025787966,Social,households_occupancy_rating_rooms_of_minus_1_or_less
medical_and_care_establishment_NHS_general_hospital,0.6273584216295215,0.0034782608695652175,0.0016806722689075631,0.0028653295128939827,Environmental,medical_and_care_establishment_NHS_general_hospital
house_or_bungalow_terraced,0.6204861657498998,44.8704347826087,21.89075630252101,37.034957020057305,Environmental,house_or_bungalow_terraced
medical_and_care_establishment_other,0.6199824585130713,0.12565217391304348,0.06134453781512605,0.10372492836676218,Environmental,medical_and_care_establishment_other
females_NS_SeC_routine,0.6128416724214966,10.661739130434782,5.257142857142857,8.8189111747851,Economic,females_NS_SeC_routine
age_of_HRP_35_less_1_person_household,0.6022005814102415,7.758695652173913,3.8823529411764706,6.436962750716332,Social,people_age_of_HRP_35_less_1_person_household
country_of_birth_United_Kingdom_not_otherwise_specified,0.598647683477318,0.05347826086956522,0.02689075630252101,0.044412607449856735,Demographic,people_country_of_birth_United_Kingdom_not_otherwise_specified
disability_daily_activities_limited_a_lot_age_16_to_64,0.5922845332142517,11.623478260869565,5.8957983193277315,9.670487106017193,Demographic,people_disability_daily_activities_limited_a_lot_age_16_to_64
males_ecominically_inactive_other,0.5892217483927112,2.304782608695652,1.1739495798319328,1.9191977077363898,Economic,males_ecominically_inactive_other
males_unemployed,0.5839461590514172,5.628260869565217,2.8873949579831932,4.693696275071633,Economic,males_unemployed
males_unemployed_age_16_to_24,0.5741344931247665,1.61,0.8369747899159664,1.3464183381088826,Economic,males_unemployed_age_16_to_24
people_unemployed,0.5687988677442171,9.260434782608696,4.848739495798319,7.756160458452722,Economic,people_unemployed
male_lone_parent,0.5537206950724812,1.1404347826086956,0.6092436974789915,0.9593123209169054,Social,households_male_lone_parent
people_ecominically_inactive_other,0.5525187461623158,4.823043478260869,2.580672268907563,4.058452722063037,Economic,people_ecominically_inactive_other
ethnicty_other_other,0.5520181313395397,1.2508695652173913,0.6697478991596638,1.0527220630372494,Demographic,people_ethnicty_other_other
1_adult_in_household,0.551661319530343,38.77434782608696,20.770588235294117,32.635530085959886,Social,households_1_adult_in
females_unemployed,0.5455833195683899,3.6321739130434785,1.961344537815126,3.062464183381089,Economic,females_unemployed
age_25_to_34_youngest_dependent_child_age_0_to_4,0.5349702304932887,13.959565217391305,7.643697478991597,11.806017191977077,Social,people_age_25_to_34_youngest_dependent_child_age_0_to_4
age_of_HRP_35_to_54_1_person_household,0.5240856385873572,13.572608695652175,7.53781512605042,11.514899713467049,Social,people_age_of_HRP_35_to_54_1_person_household
religion_Sikh,0.523506373462123,1.01,0.561344537815126,0.8570200573065903,Demographic,people_religion_Sikh
males_occupation_process_plant_machine_operatives,0.5198154136218626,9.505652173913044,5.308403361344538,8.074498567335244,Economic,males_occupation_process_plant_machine_operatives
females_ecominically_inactive_other,0.5195912469741037,2.5182608695652173,1.4067226890756304,2.1392550143266478,Economic,females_ecominically_inactive_other
people_occupation_process_plant_machine_operatives,0.5161719516243293,10.530434782608696,5.908403361344538,8.954441260744986,Economic,people_occupation_process_plant_machine_operatives
1_person_household_1_person_age_64_less,0.48683023126654135,28.305652173913042,16.48739495798319,24.27593123209169,Social,households_1_person_1_person_age_64_less
1_person_households_other,0.48683023126654135,28.305652173913042,16.48739495798319,24.27593123209169,Social,people_1_person_households_other
1_person_household_other,0.48683023126654135,28.305652173913042,16.48739495798319,24.27593123209169,Social,households_1_person_other
1_person_households_1_person_age_64_less,0.48683023126654135,28.305652173913042,16.48739495798319,24.27593123209169,Social,households_1_person_1_person_age_64_less
one_person_household_other,0.48683023126654135,28.305652173913042,16.48739495798319,24.27593123209169,Social,households_one_person_other
not_living_in_couple_separated_but_still_legally_married_or_still_legally_in_a_same_sex_civil_partnership,0.4863958808674933,5.300434782608695,3.089075630252101,4.546418338108882,Social,people_not_living_in_couple_separated_but_still_legally_married_or_still_legally_in_a_same_sex_civil_partnership
people_not_living_in_a_couple_separated_but_still_legally_married_or_still_legally_in_a_same_sex_civil_partnership,0.4863958808674933,5.300434782608695,3.089075630252101,4.546418338108882,Social,people_not_living_in_a_couple_separated_but_still_legally_married_or_still_legally_in_a_same_sex_civil_partnership
age_of_HRP_35_less,0.48378154824598674,30.591304347826085,17.887394957983194,26.259598853868194,Social,people_age_of_HRP_35_less
females_occupation_process_plant_machine_operatives,0.4827389463848343,1.0247826086956522,0.6,0.8799426934097421,Economic,females_occupation_process_plant_machine_operatives
males_NS_SeC_semi_routine,0.4817735838554096,12.901739130434782,7.563025210084033,11.08137535816619,Economic,males_NS_SeC_semi_routine
1_family_only_households_cohabiting_couple_1_dependent_child,0.48017850482584334,2.8169565217391304,1.6546218487394957,2.4206303724928366,Social,people_1_family_only_households_cohabiting_couple_1_dependent_child
1_family_only_household_cohabiting_couple_1_dependent_child,0.47645776131776374,8.75608695652174,5.167226890756303,7.532378223495702,Social,households_1_family_only_cohabiting_couple_1_dependent_child
males_occupation_elementary,0.47578230663899057,10.101739130434783,5.966386554621849,8.691690544412607,Economic,males_occupation_elementary
males_industry_transport_storage,0.47005363528832067,6.160434782608696,3.664705882352941,5.30945558739255,Economic,males_industry_transport_storage
age_30,0.4673918687500098,5.064347826086957,3.022689075630252,4.368194842406877,Demographic,people_age_30
very_bad_health,0.46376047185499336,3.9356521739130437,2.3596638655462185,3.3982808022922635,Demographic,people_very_bad_health
age_29,0.44952562306491384,5.0773913043478265,3.0983193277310925,4.402578796561604,Demographic,people_age_29
separated,0.44389460433663963,6.542608695652174,4.020168067226891,5.6825214899713465,Social,people_separated
people_not_living_in_a_couple_divorced_or_formerly_in_a_same_sex_civil_partnership_which_is_now_legally_dissolved,0.4417270898843144,18.00304347826087,11.091596638655462,15.646418338108882,Social,people_not_living_in_a_couple_divorced_or_formerly_in_a_same_sex_civil_partnership_which_is_now_legally_dissolved
not_living_in_couple_divorced_or_formerly_in_same_sex_civil_partnership,0.4417270898843144,18.00304347826087,11.091596638655462,15.646418338108882,Social,people_not_living_in_couple_divorced_or_formerly_in_same_sex_civil_partnership
age_28,0.4346654527497039,4.996521739130435,3.1050420168067228,4.351575931232092,Demographic,people_age_28
bad_health,0.4346589473289597,13.396521739130435,8.325210084033614,11.667335243553008,Demographic,people_bad_health
one_family_household_cohabiting_couple_dependent_children,0.4324434329183612,5.6869565217391305,3.5436974789915965,4.956160458452722,Social,households_one_family_cohabiting_couple_dependent_children
cohabiting_couple_households_dependent_children,0.4296656985864433,5.979565217391304,3.738655462184874,5.215472779369628,Social,households_cohabiting_couple_dependent_children
people_industry_transport_storage,0.4276416575702924,7.5804347826086955,4.751260504201681,6.615759312320917,Economic,people_industry_transport_storage
age_31,0.42753737049607454,5.039130434782609,3.1588235294117646,4.397994269340974,Demographic,people_age_31
age_27,0.4218855770914912,5.008695652173913,3.161344537815126,4.3787965616045845,Demographic,people_age_27
people_occupation_elementary,0.41902718202351974,18.117391304347827,11.474789915966387,15.85243553008596,Economic,people_occupation_elementary
people_no_qualifications,0.41227045721400246,54.83086956521739,35.01176470588236,48.0730659025788,Economic,people_no_qualifications
ethnicty_mixed,0.4081828253235784,7.845652173913043,5.034453781512605,6.887106017191977,Demographic,people_ethnicty_mixed
households_no_central_heating,0.407859392497003,3.378695652173913,2.16890756302521,2.966189111747851,Social,households_no_central_heating
ethnicty_mixed_white_black_African,0.4070959439927344,0.8082608695652174,0.519327731092437,0.7097421203438395,Demographic,people_ethnicty_mixed_white_black_African
1_family_only_household_cohabiting_couple_2_plus_dependent_children,0.4068926017516956,12.79695652173913,8.224369747899159,11.2378223495702,Social,households_1_family_only_cohabiting_couple_2_plus_dependent_children
ethnicty_other,0.40293664556054376,1.894782608695652,1.223529411764706,1.6659025787965616,Demographic,people_ethnicty_other
people_NS_SeC_semi_routine,0.40074960938502646,35.08,22.711764705882352,30.86275071633238,Economic,people_NS_SeC_semi_routine
age_32,0.4005534904816499,4.722173913043478,3.0579831932773107,4.154727793696275,Demographic,people_age_32
1_person_household_lone_parent_all_children_not_dependent,0.40035345485889773,9.426521739130434,6.105882352941176,8.294269340974212,Social,households_1_person_lone_parent_all_children_not_dependent
age_0,0.39827384326365556,4.4595652173913045,2.895798319327731,3.9263610315186246,Demographic,people_age_0
age_25_to_34,0.39360754724885616,48.04695652173913,31.373109243697478,42.36160458452722,Demographic,people_age_25_to_34
number_of_persons_per_hectare,0.3929239177070717,63.08778260446773,41.22781509313614,55.63409740719425,Economic,people_per_hectare
age_25_to_29,0.3921994642481973,24.968695652173913,16.33109243697479,22.023495702005732,Demographic,people_age_25_to_29
one_family_household_lone_parent_no_dependent_children,0.39130827022891546,4.2956521739130435,2.812605042016807,3.789971346704871,Social,households_one_family_lone_parent_no_dependent_children
1_person_households_lone_parent_all_children_not_dependent,0.39130827022891546,4.2956521739130435,2.812605042016807,3.789971346704871,Social,people_1_person_households_lone_parent_all_children_not_dependent
lone_parent_households_no_dependent_children,0.3873693665612643,4.748260869565217,3.123529411764706,4.194269340974212,Social,households_lone_parent_no_dependent_children
1_family_only_households_cohabiting_couple_2_plus_dependent_children,0.3868715166030251,2.87,1.8890756302521008,2.5355300859598855,Social,people_1_family_only_households_cohabiting_couple_2_plus_dependent_children
age_26,0.37854731224341387,5.0630434782608695,3.365546218487395,4.484240687679083,Demographic,people_age_26
female_lone_parent_full_time_employment,0.3757680917030203,1.7930434782608695,1.195798319327731,1.5893982808022922,Social,households_female_lone_parent_full_time_employment
1_family_only_household_cohabiting_couple,0.3590070090409111,41.030434782608694,27.90672268907563,36.555587392550144,Social,households_1_family_only_cohabiting_couple
1_family_only_household_cohabiting_couple_all_children_not_dependent,0.3578261964176622,1.9852173913043478,1.3521008403361345,1.7693409742120343,Social,households_1_family_only_cohabiting_couple_all_children_not_dependent
medical_and_care_establishment_local_authority_childrens_home_including_secure_units,0.35647884862829815,0.007391304347826087,0.005042016806722689,0.006590257879656161,Environmental,medical_and_care_establishment_local_authority_childrens_home_including_secure_units
females_NS_SeC_semi_routine,0.35536059785979224,22.178260869565218,15.148739495798319,19.78137535816619,Economic,females_NS_SeC_semi_routine
1_family_only_households_cohabiting_couple_all_children_not_dependent,0.35215400180017864,0.6030434782608696,0.4134453781512605,0.5383954154727794,Social,people_1_family_only_households_cohabiting_couple_all_children_not_dependent
one_family_household_cohabiting_couple_no_dependent_children,0.35215400180017864,0.6030434782608696,0.4134453781512605,0.5383954154727794,Social,households_one_family_cohabiting_couple_no_dependent_children
ethnicty_asian_Indian,0.3518057060835824,3.5873913043478263,2.4605042016806724,3.2031518624641833,Demographic,people_ethnicty_asian_Indian
households_with_one_person_with_long_term_health_problem_or_disability_dependent_children,0.35166450470513133,6.061304347826087,4.157983193277311,5.412320916905444,Social,households_one_person_long_term_health_problem_or_disability_dependent_children
females_occupation_elementary,0.3501379839087706,8.015652173913043,5.508403361344538,7.160744985673352,Economic,females_occupation_elementary
females_NS_SeC_lower_supervisory_technical,0.3486548333638694,4.487391304347826,3.089075630252101,4.010601719197708,Economic,females_NS_SeC_lower_supervisory_technical
flat_maisonette_or_apartment_in_commercial_building,0.3479994083806789,1.8504347826086958,1.2747899159663865,1.6541547277936963,Environmental,flat_maisonette_or_apartment_in_commercial_building
people_NS_SeC_lower_supervisory_technical,0.3385850484612747,16.446956521739132,11.454621848739496,14.744699140401146,Economic,people_NS_SeC_lower_supervisory_technical
nationality_other_only,0.33561691555802164,22.090434782608696,15.43781512605042,19.822063037249283,Demographic,people_nationality_other_only
males_NS_SeC_lower_supervisory_technical,0.3348226551218474,11.959565217391305,8.365546218487395,10.734097421203439,Economic,males_NS_SeC_lower_supervisory_technical
lone_parent_full_time_employment,0.33382391146499524,2.3195652173913044,1.6243697478991597,2.082521489971347,Social,households_lone_parent_full_time_employment
one_family_household_cohabiting_couple,0.3330794481630519,15.03608695652174,10.538655462184874,13.502578796561604,Social,households_one_family_cohabiting_couple
1_family_only_households_cohabiting_couple,0.3330794481630519,15.03608695652174,10.538655462184874,13.502578796561604,Social,people_1_family_only_households_cohabiting_couple
1_person_households,0.3266044501169538,44.52173913043478,31.43781512605042,40.06045845272206,Social,people_1_person_households
1_person_household,0.3266044501169538,44.52173913043478,31.43781512605042,40.06045845272206,Social,households_1_person
one_person_household,0.3266044501169538,44.52173913043478,31.43781512605042,40.06045845272206,Social,households_one_person
age_of_HRP_65_plus_2_person_household_dependent_children,0.3231601199312196,0.36391304347826087,0.25798319327731095,0.32779369627507166,Social,people_age_of_HRP_65_plus_2_person_household_dependent_children
age_33,0.32089095101403275,4.363913043478261,3.1016806722689076,3.9335243553008596,Demographic,people_age_33
divorced,0.3207347791485611,24.367826086956523,17.32268907563025,21.965616045845273,Social,people_divorced
disability_daily_activities_limited_a_lot,0.316431846620838,26.035217391304347,18.599159663865546,23.49971346704871,Demographic,people_disability_daily_activities_limited_a_lot
other_households_1_dependent_child,0.31445467127930926,1.4095652173913042,1.0092436974789916,1.2730659025787965,Social,people_other_households_1_dependent_child
age_1,0.3143564269893522,4.243478260869566,3.038655462184874,3.8326647564469916,Demographic,people_age_1
peope_living_in_a_couple_in_a_registered_same_sex_civil_partnership_or_cohabiting_same_sex,0.30924970093741244,2.2669565217391305,1.6327731092436975,2.0507163323782236,Social,peope_living_in_a_couple_in_a_registered_same_sex_civil_partnership_or_cohabiting_same_sex
other_household_types_dependent_children,0.3059837102019073,2.7026086956521738,1.953781512605042,2.4472779369627506,Social,households_other_types_dependent_children
males_industry_water supply_sewerage_waste_management_remediation,0.30166815539821756,1.0017391304347827,0.7277310924369748,0.9083094555873925,Economic,males_industry_water supply_sewerage_waste_management_remediation
age_55_to_64_1_person_household,0.30156549609460315,6.974347826086957,5.067226890756302,6.32406876790831,Social,people_age_55_to_64_1_person_household
age_of_HRP_55_to_64_1_person_household,0.30156549609460315,6.974347826086957,5.067226890756302,6.32406876790831,Social,people_age_of_HRP_55_to_64_1_person_household
living_in_couple_cohabiting,0.3010870157452551,34.20782608695652,24.867226890756303,31.022922636103154,Social,people_living_in_couple_cohabiting
country_of_birth_other_EU,0.29986440550417326,11.396086956521739,8.295798319327732,10.338968481375359,Demographic,people_country_of_birth_other_EU
peope_living_in_a_couple_cohabiting_opposite_sex,0.29708630083717213,32.37913043478261,23.64453781512605,29.400859598853867,Social,peope_living_in_a_couple_cohabiting_opposite_sex
other_households_2_plus_dependent_children,0.2967996008639626,1.2930434782608695,0.9445378151260504,1.1742120343839542,Social,people_other_households_2_plus_dependent_children
ethnicty_asian,0.29116161994087,11.688260869565218,8.592436974789916,10.632664756446992,Demographic,people_ethnicty_asian
males_unemployed_age_50_to_74,0.2892049220489905,1.0447826086956522,0.7697478991596639,0.951002865329513,Economic,males_unemployed_age_50_to_74
household_private_rented_private_landlord_or_letting_agency,0.28843358948413367,24.54478260869565,18.099159663865546,22.34699140401146,Social,households_private_rented_private_landlord_or_letting_agency
age_25_to_34_no_dependent_children,0.28563847953899124,29.83217391304348,22.067226890756302,27.184527220630372,Social,people_age_25_to_34_no_dependent_children
households_with_dependent_children_age_0_to_4,0.2839428475116431,16.266521739130436,12.05546218487395,14.830659025787966,Social,households_dependent_children_age_0_to_4
ethnicity_white_gypsy_Irish_traveller,0.28123452279462524,0.271304347826087,0.20168067226890757,0.2475644699140401,Demographic,people_ethnicity_white_gypsy_Irish_traveller
household_private_rented,0.2799770415941122,26.47478260869565,19.708403361344537,24.167621776504298,Social,households_private_rented
age_2,0.27958173298679456,4.178260869565217,3.111764705882353,3.8146131805157593,Demographic,people_age_2
other_household_2_plus_dependent_children,0.27945297801087754,6.9247826086956525,5.157983193277311,6.322349570200573,Social,households_other_2_plus_dependent_children
age_25,0.27737605449481006,4.823043478260869,3.600840336134454,4.4063037249283665,Demographic,people_age_25
ethnicty_mixed_other,0.27544315822838217,1.5521739130434782,1.1613445378151261,1.4189111747851002,Demographic,people_ethnicty_mixed_other
age_34,0.27488502362316003,4.270869565217391,3.197478991596639,3.90487106017192,Demographic,people_age_34
males_occupation_caring_leisure_other_service,0.2723985618945287,2.646086956521739,1.9865546218487395,2.4212034383954153,Economic,males_occupation_caring_leisure_other_service
1_family_only_households_cohabiting_couple_no_children,0.270300718715623,8.746086956521738,6.5815126050420165,8.008022922636103,Social,people_1_family_only_households_cohabiting_couple_no_children
1_family_only_household_cohabiting_couple_no_children,0.270300718715623,17.492173913043477,13.163025210084033,16.016045845272206,Social,households_1_family_only_cohabiting_couple_no_children
one_family_household_cohabiting_couple_no_children,0.270300718715623,8.746086956521738,6.5815126050420165,8.008022922636103,Social,households_one_family_cohabiting_couple_no_children
age_0_to_4,0.2642275771717273,20.75521739130435,15.724369747899159,19.039828080229228,Demographic,people_age_0_to_4
people_ecominically_inactive_looking_after_home_or_family,0.26279594838801357,8.795217391304348,6.673949579831933,8.071919770773638,Economic,people_ecominically_inactive_looking_after_home_or_family
other_household_1_dependent_child,0.26002900787393446,5.564347826086957,4.235294117647059,5.111174785100286,Social,households_other_1_dependent_child
multi_person_households_other,0.2591457454457433,5.11,3.8932773109243697,4.695128939828081,Social,households_multi_person_other
disability_daily_activities_limited_a_little_age_16_to_64,0.2563237421464353,14.901739130434782,11.389075630252101,13.704011461318052,Demographic,people_disability_daily_activities_limited_a_little_age_16_to_64
females_industry_transport_storage,0.2552586904470058,1.42,1.0865546218487394,1.3063037249283667,Economic,females_industry_transport_storage
cohabiting_couple_households_no_dependent_children,0.24985419936721198,10.791304347826086,8.306722689075631,9.944126074498568,Social,households_cohabiting_couple_no_dependent_children
people_highest_level_of_qualification_Level_1_qualifications,0.2463298451153635,34.810434782608695,26.9,32.11318051575931,Economic,people_highest_level_of_qualification_Level_1_qualifications
shared_dwellings_two_household_spaces,0.24591575760739082,0.058695652173913045,0.0453781512605042,0.054154727793696275,Environmental,dwellings_shared_two_household_spaces
age_35,0.24076656718910594,4.210869565217391,3.2739495798319327,3.891404011461318,Demographic,people_age_35
